TF	Target	Weight
FOXP3	RP11-427H3.3	1
FOXP3	RP11-44K6.2	1
FOXP3	RP11-44K6.3	1
FOXP3	RP11-44K6.4	1
FOXP3	RP11-530C5.1	1
FOXP3	RP11-626K17.5	1
FOXP3	RPL5P24	1
FOXP3	S1PR3	1
FOXP3	SEC31B	1
FOXP3	SHC4	1
FOXP3	SHPK	1
FOXP3	snoU13	1
FOXP3	SNRPBP1	1
FOXP3	SOD1P1	1
FOXP3	SPINT4	1
FOXP3	TCEA1	1
FOXP3	TCP11L1	1
FOXP3	TP53BP1	1
FOXP3	TUBGCP4	1
FOXP3	U95743.1	1
FOXP3	ZSCAN29	1
GBX1	AAK1	1
GBX1	AC004691.5	1
GBX1	AC004862.6	1
GBX1	AC006196.1	1
GBX1	AC009948.5	1
GBX1	AC012379.1	1
GBX1	AC019080.1	1
GBX1	AC073850.6	1
GBX1	AC074286.1	1
GBX1	AC084117.3	1
GBX1	AC092431.2	1
GBX1	AC099326.1	1
GBX1	AC130709.1	1
GBX1	ADCY1	1
GBX1	AL035697.1	1
GBX1	AL592494.5	1
GBX1	ANKRD32	1
GBX1	ANXA4	1
GBX1	AP003354.1	1
GBX1	APLF	1
GBX1	AQP1	1
GBX1	ARHGAP42P5	1
GBX1	AZIN1	1
GBX1	C19orf82	1
GBX1	C4BPAP2	1
GBX1	C9orf47	1
GBX1	CD36	1
GBX1	CREG1	1
GBX1	CSTF3	1
GBX1	CTC-303L1.2	1
GBX1	CTD-2033A16.1	1
GBX1	CTD-2301A4.3	1
GBX1	CTD-2301A4.5	1
GBX1	EID1	1
GBX1	FAM188B	1
GBX1	FBXO48	1
GBX1	FREM1	1
GBX1	GNAT3	1
GBX1	HIF1AN	1
GBX1	IDO1	1
GBX1	IDO2	1
GBX1	INMT-FAM188B	1
GBX1	KB-1254G8.1	1
GBX1	KB-1507C5.2	1
GBX1	KIAA0825	1
GBX1	LDHA	1
GBX1	LDHC	1
GBX1	MAPK1	1
GBX1	MIR3159	1
GBX1	MITF	1
GBX1	MXD3	1
GBX1	NDUFB8	1
GBX1	NFAT5	1
GBX1	NFE2L2	1
GBX1	NQO1	1
GBX1	NSD1	1
GBX1	PABPC1P13	1
GBX1	PARK2	1
GBX1	PAWR	1
GBX1	PFDN4	1
GBX1	PIGCP1	1
GBX1	POTED	1
GBX1	PPP1R12A	1
GBX1	PRELID1	1
GBX1	PRKRA	1
GBX1	RAB24	1
GBX1	RN7SL418P	1
GBX1	RN7SL487P	1
GBX1	RN7SL604P	1
GBX1	RNA5SP493	1
GBX1	RNU6-1260P	1
GBX1	RNU6-286P	1
GBX1	RP11-138E16.1	1
GBX1	RP11-235E17.5	1
GBX1	RP11-23F23.2	1
GBX1	RP11-30L15.4	1
GBX1	RP11-311C24.1	1
GBX1	RP11-326A13.1	1
GBX1	RP11-337N6.1	1
GBX1	RP11-337N6.2	1
GBX1	RP11-343N15.2	1
GBX1	RP11-44K6.2	1
GBX1	RP11-44K6.3	1
GBX1	RP11-44K6.4	1
GBX1	RP11-44K6.5	1
GBX1	RP11-530C5.1	1
GBX1	RP11-536C10.12	1
GBX1	RP11-536C10.13	1
GBX1	RP11-536C10.16	1
GBX1	RP11-536C10.7	1
GBX1	RP11-626K17.5	1
GBX1	RP11-77O7.1	1
GBX1	RP11-82L18.4	1
GBX1	RPL5P24	1
GBX1	S1PR3	1
GBX1	SEC31B	1
GBX1	SHC3	1
GBX1	SHC4	1
GBX1	SHPK	1
GBX1	SNORA36C	1
GBX1	snoU13	1
GBX1	SNRPBP1	1
GBX1	TCEA1	1
GBX1	TCP11L1	1
GBX1	TUBGCP4	1
GBX1	U95743.1	1
GBX1	WNT8B	1
GBX1	Y_RNA	1
GBX1	ZKSCAN2	1
GBX1	ZNF562	1
GBX1	ZSCAN29	1
GBX2	AAK1	1
GBX2	AC004691.5	1
GBX2	AC004862.6	1
GBX2	AC006196.1	1
GBX2	AC009948.5	1
GBX2	AC012379.1	1
GBX2	AC019080.1	1
GBX2	AC073850.6	1
GBX2	AC074286.1	1
GBX2	AC084117.3	1
GBX2	AC092431.2	1
GBX2	AC099326.1	1
GBX2	AC130709.1	1
GBX2	ADCY1	1
GBX2	AL035697.1	1
GBX2	AL592494.5	1
GBX2	ANKRD32	1
GBX2	ANXA4	1
GBX2	AP003354.1	1
GBX2	APLF	1
GBX2	AQP1	1
GBX2	ARHGAP42P5	1
GBX2	AZIN1	1
GBX2	C19orf82	1
GBX2	C4BPAP2	1
GBX2	C9orf47	1
GBX2	CD36	1
GBX2	CREG1	1
GBX2	CSTF3	1
GBX2	CTC-303L1.2	1
GBX2	CTD-2033A16.1	1
GBX2	CTD-2301A4.3	1
GBX2	CTD-2301A4.5	1
GBX2	EID1	1
GBX2	FAM188B	1
GBX2	FBXO48	1
GBX2	FREM1	1
GBX2	GNAT3	1
GBX2	HIF1AN	1
GBX2	IDO1	1
GBX2	IDO2	1
GBX2	INMT-FAM188B	1
GBX2	KB-1254G8.1	1
GBX2	KB-1507C5.2	1
GBX2	KIAA0825	1
GBX2	LDHA	1
GBX2	LDHC	1
GBX2	MAPK1	1
GBX2	MIR3159	1
GBX2	MITF	1
GBX2	MXD3	1
GBX2	NDUFB8	1
GBX2	NFAT5	1
GBX2	NFE2L2	1
GBX2	NQO1	1
GBX2	NSD1	1
GBX2	PABPC1P13	1
GBX2	PARK2	1
GBX2	PAWR	1
GBX2	PFDN4	1
GBX2	PIGCP1	1
GBX2	POTED	1
GBX2	PPP1R12A	1
GBX2	PRELID1	1
GBX2	PRKRA	1
GBX2	RAB24	1
GBX2	RN7SL418P	1
GBX2	RN7SL487P	1
GBX2	RN7SL604P	1
GBX2	RNA5SP493	1
GBX2	RNU6-1260P	1
GBX2	RNU6-286P	1
GBX2	RP11-138E16.1	1
GBX2	RP11-235E17.5	1
GBX2	RP11-23F23.2	1
GBX2	RP11-30L15.4	1
GBX2	RP11-311C24.1	1
GBX2	RP11-326A13.1	1
GBX2	RP11-337N6.1	1
GBX2	RP11-337N6.2	1
GBX2	RP11-343N15.2	1
GBX2	RP11-44K6.2	1
GBX2	RP11-44K6.3	1
GBX2	RP11-44K6.4	1
GBX2	RP11-44K6.5	1
GBX2	RP11-530C5.1	1
GBX2	RP11-536C10.12	1
GBX2	RP11-536C10.13	1
GBX2	RP11-536C10.16	1
GBX2	RP11-536C10.7	1
GBX2	RP11-626K17.5	1
GBX2	RP11-77O7.1	1
GBX2	RP11-82L18.4	1
GBX2	RPL5P24	1
GBX2	S1PR3	1
GBX2	SEC31B	1
GBX2	SHC3	1
GBX2	SHC4	1
GBX2	SHPK	1
GBX2	SNORA36C	1
GBX2	snoU13	1
GBX2	SNRPBP1	1
GBX2	TCEA1	1
GBX2	TCP11L1	1
GBX2	TUBGCP4	1
GBX2	U95743.1	1
GBX2	WNT8B	1
GBX2	Y_RNA	1
GBX2	ZKSCAN2	1
GBX2	ZNF562	1
GBX2	ZSCAN29	1
HESX1	AAK1	1
HESX1	AC004691.5	1
HESX1	AC004862.6	1
HESX1	AC006196.1	1
HESX1	AC009948.5	1
HESX1	AC012379.1	1
HESX1	AC019080.1	1
HESX1	AC073850.6	1
HESX1	AC074286.1	1
HESX1	AC084117.3	1
HESX1	AC092431.2	1
HESX1	AC099326.1	1
HESX1	AC130709.1	1
HESX1	ADCY1	1
HESX1	AL035697.1	1
HESX1	AL592494.5	1
HESX1	ANKRD32	1
HESX1	ANXA4	1
HESX1	AP003354.1	1
HESX1	APLF	1
HESX1	AQP1	1
HESX1	ARHGAP42P5	1
HESX1	AZIN1	1
HESX1	C19orf82	1
HESX1	C4BPAP2	1
HESX1	C9orf47	1
HESX1	CD36	1
HESX1	CREG1	1
HESX1	CSTF3	1
HESX1	CTC-303L1.2	1
HESX1	CTD-2033A16.1	1
HESX1	CTD-2301A4.3	1
HESX1	CTD-2301A4.5	1
HESX1	EID1	1
HESX1	FAM188B	1
HESX1	FBXO48	1
HESX1	FREM1	1
HESX1	GNAT3	1
HESX1	HIF1AN	1
HESX1	IDO1	1
HESX1	IDO2	1
HESX1	INMT-FAM188B	1
HESX1	KB-1254G8.1	1
HESX1	KB-1507C5.2	1
HESX1	KIAA0825	1
HESX1	LDHA	1
HESX1	LDHC	1
HESX1	MAPK1	1
HESX1	MIR3159	1
HESX1	MITF	1
HESX1	MXD3	1
HESX1	NDUFB8	1
HESX1	NFAT5	1
HESX1	NFE2L2	1
HESX1	NQO1	1
HESX1	NSD1	1
HESX1	PABPC1P13	1
HESX1	PARK2	1
HESX1	PAWR	1
HESX1	PFDN4	1
HESX1	PIGCP1	1
HESX1	POTED	1
HESX1	PPP1R12A	1
HESX1	PRELID1	1
HESX1	PRKRA	1
HESX1	RAB24	1
HESX1	RN7SL418P	1
HESX1	RN7SL487P	1
HESX1	RN7SL604P	1
HESX1	RNA5SP493	1
HESX1	RNU6-1260P	1
HESX1	RNU6-286P	1
HESX1	RP11-138E16.1	1
HESX1	RP11-235E17.5	1
HESX1	RP11-23F23.2	1
HESX1	RP11-30L15.4	1
HESX1	RP11-311C24.1	1
HESX1	RP11-326A13.1	1
HESX1	RP11-337N6.1	1
HESX1	RP11-337N6.2	1
HESX1	RP11-343N15.2	1
HESX1	RP11-44K6.2	1
HESX1	RP11-44K6.3	1
HESX1	RP11-44K6.4	1
HESX1	RP11-44K6.5	1
HESX1	RP11-530C5.1	1
HESX1	RP11-536C10.12	1
HESX1	RP11-536C10.13	1
HESX1	RP11-536C10.16	1
HESX1	RP11-536C10.7	1
HESX1	RP11-626K17.5	1
HESX1	RP11-77O7.1	1
HESX1	RP11-82L18.4	1
HESX1	RPL5P24	1
HESX1	S1PR3	1
HESX1	SEC31B	1
HESX1	SHC3	1
HESX1	SHC4	1
HESX1	SHPK	1
HESX1	SNORA36C	1
HESX1	snoU13	1
HESX1	SNRPBP1	1
HESX1	TCEA1	1
HESX1	TCP11L1	1
HESX1	TUBGCP4	1
HESX1	U95743.1	1
HESX1	WNT8B	1
HESX1	Y_RNA	1
HESX1	ZKSCAN2	1
HESX1	ZNF562	1
HESX1	ZSCAN29	1
HSF2	AAK1	1
HSF2	AC004862.6	1
HSF2	AC006196.1	1
HSF2	AC009948.5	1
HSF2	AC012379.1	1
HSF2	AC019080.1	1
HSF2	AC074286.1	1
HSF2	AC092431.2	1
HSF2	AC099326.1	1
HSF2	AC130709.1	1
HSF2	ADCY1	1
HSF2	AGPS	1
HSF2	APLF	1
HSF2	AQP1	1
HSF2	ARHGAP42P5	1
HSF2	AZIN1	1
HSF2	CD36	1
HSF2	CREG1	1
HSF2	CTD-2301A4.3	1
HSF2	CTD-2301A4.5	1
HSF2	EID1	1
HSF2	FAM188B	1
HSF2	FREM1	1
HSF2	GNAT3	1
HSF2	HIF1AN	1
HSF2	IDO1	1
HSF2	IDO2	1
HSF2	INMT-FAM188B	1
HSF2	KB-1507C5.2	1
HSF2	KRT8P44	1
HSF2	MAPK1	1
HSF2	MITF	1
HSF2	NDUFB8	1
HSF2	NFE2L2	1
HSF2	NSD1	1
HSF2	PARK2	1
HSF2	PFDN4	1
HSF2	POTED	1
HSF2	PPP1R12A	1
HSF2	PRKRA	1
HSF2	RGS20	1
HSF2	RN7SL418P	1
HSF2	RN7SL487P	1
HSF2	RN7SL604P	1
HSF2	RNA5SP493	1
HSF2	RNU6-286P	1
HSF2	RP11-20J1.1	1
HSF2	RP11-23F23.2	1
HSF2	RP11-30L15.4	1
HSF2	RP11-337N6.1	1
HSF2	RP11-44K6.3	1
HSF2	RP11-44K6.4	1
HSF2	RP11-44K6.5	1
HSF2	RP11-530C5.1	1
HSF2	RP11-536C10.12	1
HSF2	RP11-536C10.13	1
HSF2	RP11-536C10.16	1
HSF2	RP11-536C10.7	1
HSF2	RP11-626K17.5	1
HSF2	RP11-77O7.1	1
HSF2	SEC31B	1
HSF2	SHC4	1
HSF2	SNORA36C	1
HSF2	snoU13	1
HSF2	SNRPBP1	1
HSF2	TCEA1	1
HSF2	TUBGCP4	1
HSF2	U95743.1	1
HSF2	ZSCAN29	1
HSF4	AAK1	1
HSF4	AC004862.6	1
HSF4	AC006196.1	1
HSF4	AC009948.5	1
HSF4	AC012379.1	1
HSF4	AC019080.1	1
HSF4	AC074286.1	1
HSF4	AC092431.2	1
HSF4	AC099326.1	1
HSF4	AC130709.1	1
HSF4	ADCY1	1
HSF4	AGPS	1
HSF4	APLF	1
HSF4	AQP1	1
HSF4	ARHGAP42P5	1
HSF4	AZIN1	1
HSF4	CD36	1
HSF4	CREG1	1
HSF4	CTD-2301A4.3	1
HSF4	CTD-2301A4.5	1
HSF4	EID1	1
HSF4	FAM188B	1
HSF4	FREM1	1
HSF4	GNAT3	1
HSF4	HIF1AN	1
HSF4	IDO1	1
HSF4	IDO2	1
HSF4	INMT-FAM188B	1
HSF4	KB-1507C5.2	1
HSF4	KRT8P44	1
HSF4	MAPK1	1
HSF4	MITF	1
HSF4	NDUFB8	1
HSF4	NFE2L2	1
HSF4	NSD1	1
HSF4	PARK2	1
HSF4	PFDN4	1
HSF4	POTED	1
HSF4	PPP1R12A	1
HSF4	PRKRA	1
HSF4	RGS20	1
HSF4	RN7SL418P	1
HSF4	RN7SL487P	1
HSF4	RN7SL604P	1
HSF4	RNA5SP493	1
HSF4	RNU6-286P	1
HSF4	RP11-20J1.1	1
HSF4	RP11-23F23.2	1
HSF4	RP11-30L15.4	1
HSF4	RP11-337N6.1	1
HSF4	RP11-44K6.3	1
HSF4	RP11-44K6.4	1
HSF4	RP11-44K6.5	1
HSF4	RP11-530C5.1	1
HSF4	RP11-536C10.12	1
HSF4	RP11-536C10.13	1
HSF4	RP11-536C10.16	1
HSF4	RP11-536C10.7	1
HSF4	RP11-626K17.5	1
HSF4	RP11-77O7.1	1
HSF4	SEC31B	1
HSF4	SHC4	1
HSF4	SNORA36C	1
HSF4	snoU13	1
HSF4	SNRPBP1	1
HSF4	TCEA1	1
HSF4	TUBGCP4	1
HSF4	U95743.1	1
HSF4	ZSCAN29	1
ISX	AAK1	1
ISX	AC004691.5	1
ISX	AC004862.6	1
ISX	AC006196.1	1
ISX	AC009948.5	1
ISX	AC012379.1	1
ISX	AC019080.1	1
ISX	AC073850.6	1
ISX	AC074286.1	1
ISX	AC084117.3	1
ISX	AC092431.2	1
ISX	AC099326.1	1
ISX	AC130709.1	1
ISX	ADCY1	1
ISX	AL035697.1	1
ISX	AL592494.5	1
ISX	ANKRD32	1
ISX	ANXA4	1
ISX	AP003354.1	1
ISX	APLF	1
ISX	AQP1	1
ISX	ARHGAP42P5	1
ISX	AZIN1	1
ISX	C19orf82	1
ISX	C4BPAP2	1
ISX	C9orf47	1
ISX	CD36	1
ISX	CREG1	1
ISX	CSTF3	1
ISX	CTC-303L1.2	1
ISX	CTD-2033A16.1	1
ISX	CTD-2301A4.3	1
ISX	CTD-2301A4.5	1
ISX	EID1	1
ISX	FAM188B	1
ISX	FBXO48	1
ISX	FREM1	1
ISX	GNAT3	1
ISX	HIF1AN	1
ISX	IDO1	1
ISX	IDO2	1
ISX	INMT-FAM188B	1
ISX	KB-1254G8.1	1
ISX	KB-1507C5.2	1
ISX	KIAA0825	1
ISX	LDHA	1
ISX	LDHC	1
ISX	MAPK1	1
ISX	MIR3159	1
ISX	MITF	1
ISX	MXD3	1
ISX	NDUFB8	1
ISX	NFAT5	1
ISX	NFE2L2	1
ISX	NQO1	1
ISX	NSD1	1
ISX	PABPC1P13	1
ISX	PARK2	1
ISX	PAWR	1
ISX	PFDN4	1
ISX	PIGCP1	1
ISX	POTED	1
ISX	PPP1R12A	1
ISX	PRELID1	1
ISX	PRKRA	1
ISX	RAB24	1
ISX	RN7SL418P	1
ISX	RN7SL487P	1
ISX	RN7SL604P	1
ISX	RNA5SP493	1
ISX	RNU6-1260P	1
ISX	RNU6-286P	1
ISX	RP11-138E16.1	1
ISX	RP11-235E17.5	1
ISX	RP11-23F23.2	1
ISX	RP11-30L15.4	1
ISX	RP11-311C24.1	1
ISX	RP11-326A13.1	1
ISX	RP11-337N6.1	1
ISX	RP11-337N6.2	1
ISX	RP11-343N15.2	1
ISX	RP11-44K6.2	1
ISX	RP11-44K6.3	1
ISX	RP11-44K6.4	1
ISX	RP11-44K6.5	1
ISX	RP11-530C5.1	1
ISX	RP11-536C10.12	1
ISX	RP11-536C10.13	1
ISX	RP11-536C10.16	1
ISX	RP11-536C10.7	1
ISX	RP11-626K17.5	1
ISX	RP11-77O7.1	1
ISX	RP11-82L18.4	1
ISX	RPL5P24	1
ISX	S1PR3	1
ISX	SEC31B	1
ISX	SHC3	1
ISX	SHC4	1
ISX	SHPK	1
ISX	SNORA36C	1
ISX	snoU13	1
ISX	SNRPBP1	1
ISX	TCEA1	1
ISX	TCP11L1	1
ISX	TUBGCP4	1
ISX	U95743.1	1
ISX	WNT8B	1
ISX	Y_RNA	1
ISX	ZKSCAN2	1
ISX	ZNF562	1
ISX	ZSCAN29	1
MIXL1	AAK1	1
MIXL1	AC004691.5	1
MIXL1	AC004862.6	1
MIXL1	AC006196.1	1
MIXL1	AC009948.5	1
MIXL1	AC012379.1	1
MIXL1	AC019080.1	1
MIXL1	AC073850.6	1
MIXL1	AC074286.1	1
MIXL1	AC084117.3	1
MIXL1	AC092431.2	1
MIXL1	AC099326.1	1
MIXL1	AC130709.1	1
MIXL1	ADCY1	1
MIXL1	AL035697.1	1
MIXL1	AL592494.5	1
MIXL1	ANKRD32	1
MIXL1	ANXA4	1
MIXL1	AP003354.1	1
MIXL1	APLF	1
MIXL1	AQP1	1
MIXL1	ARHGAP42P5	1
MIXL1	AZIN1	1
MIXL1	C19orf82	1
MIXL1	C4BPAP2	1
MIXL1	C9orf47	1
MIXL1	CD36	1
MIXL1	CREG1	1
MIXL1	CSTF3	1
MIXL1	CTC-303L1.2	1
MIXL1	CTD-2033A16.1	1
MIXL1	CTD-2301A4.3	1
MIXL1	CTD-2301A4.5	1
MIXL1	EID1	1
MIXL1	FAM188B	1
MIXL1	FBXO48	1
MIXL1	FREM1	1
MIXL1	GNAT3	1
MIXL1	HIF1AN	1
MIXL1	IDO1	1
MIXL1	IDO2	1
MIXL1	INMT-FAM188B	1
MIXL1	KB-1254G8.1	1
MIXL1	KB-1507C5.2	1
MIXL1	KIAA0825	1
MIXL1	LDHA	1
MIXL1	LDHC	1
MIXL1	MAPK1	1
MIXL1	MIR3159	1
MIXL1	MITF	1
MIXL1	MXD3	1
MIXL1	NDUFB8	1
MIXL1	NFAT5	1
MIXL1	NFE2L2	1
MIXL1	NQO1	1
MIXL1	NSD1	1
MIXL1	PABPC1P13	1
MIXL1	PARK2	1
MIXL1	PAWR	1
MIXL1	PFDN4	1
MIXL1	PIGCP1	1
MIXL1	POTED	1
MIXL1	PPP1R12A	1
MIXL1	PRELID1	1
MIXL1	PRKRA	1
MIXL1	RAB24	1
MIXL1	RN7SL418P	1
MIXL1	RN7SL487P	1
MIXL1	RN7SL604P	1
MIXL1	RNA5SP493	1
MIXL1	RNU6-1260P	1
MIXL1	RNU6-286P	1
MIXL1	RP11-138E16.1	1
MIXL1	RP11-235E17.5	1
MIXL1	RP11-23F23.2	1
MIXL1	RP11-30L15.4	1
MIXL1	RP11-311C24.1	1
MIXL1	RP11-326A13.1	1
MIXL1	RP11-337N6.1	1
MIXL1	RP11-337N6.2	1
MIXL1	RP11-343N15.2	1
MIXL1	RP11-44K6.2	1
MIXL1	RP11-44K6.3	1
MIXL1	RP11-44K6.4	1
MIXL1	RP11-44K6.5	1
MIXL1	RP11-530C5.1	1
MIXL1	RP11-536C10.12	1
MIXL1	RP11-536C10.13	1
MIXL1	RP11-536C10.16	1
MIXL1	RP11-536C10.7	1
MIXL1	RP11-626K17.5	1
MIXL1	RP11-77O7.1	1
MIXL1	RP11-82L18.4	1
MIXL1	RPL5P24	1
MIXL1	S1PR3	1
MIXL1	SEC31B	1
MIXL1	SHC3	1
MIXL1	SHC4	1
MIXL1	SHPK	1
MIXL1	SNORA36C	1
MIXL1	snoU13	1
MIXL1	SNRPBP1	1
MIXL1	TCEA1	1
MIXL1	TCP11L1	1
MIXL1	TUBGCP4	1
MIXL1	U95743.1	1
MIXL1	WNT8B	1
MIXL1	Y_RNA	1
MIXL1	ZKSCAN2	1
MIXL1	ZNF562	1
MIXL1	ZSCAN29	1
MSX1	AAK1	1
MSX1	AC004691.5	1
MSX1	AC004862.6	1
MSX1	AC006196.1	1
MSX1	AC009948.5	1
MSX1	AC012379.1	1
MSX1	AC019080.1	1
MSX1	AC073850.6	1
MSX1	AC074286.1	1
MSX1	AC084117.3	1
MSX1	AC092431.2	1
MSX1	AC099326.1	1
MSX1	AC130709.1	1
MSX1	ADCY1	1
MSX1	AL035697.1	1
MSX1	AL592494.5	1
MSX1	ANKRD32	1
MSX1	ANXA4	1
MSX1	AP003354.1	1
MSX1	APLF	1
MSX1	AQP1	1
MSX1	ARHGAP42P5	1
MSX1	AZIN1	1
MSX1	C19orf82	1
MSX1	C4BPAP2	1
MSX1	C9orf47	1
MSX1	CD36	1
MSX1	CREG1	1
MSX1	CSTF3	1
MSX1	CTC-303L1.2	1
MSX1	CTD-2033A16.1	1
MSX1	CTD-2301A4.3	1
MSX1	CTD-2301A4.5	1
MSX1	EID1	1
MSX1	FAM188B	1
MSX1	FBXO48	1
MSX1	FREM1	1
MSX1	GNAT3	1
MSX1	HIF1AN	1
MSX1	IDO1	1
MSX1	IDO2	1
MSX1	INMT-FAM188B	1
MSX1	KB-1254G8.1	1
MSX1	KB-1507C5.2	1
MSX1	KIAA0825	1
MSX1	LDHA	1
MSX1	LDHC	1
MSX1	MAPK1	1
MSX1	MIR3159	1
MSX1	MITF	1
MSX1	MXD3	1
MSX1	NDUFB8	1
MSX1	NFAT5	1
MSX1	NFE2L2	1
MSX1	NQO1	1
MSX1	NSD1	1
MSX1	PABPC1P13	1
MSX1	PARK2	1
MSX1	PAWR	1
MSX1	PFDN4	1
MSX1	PIGCP1	1
MSX1	POTED	1
MSX1	PPP1R12A	1
MSX1	PRELID1	1
MSX1	PRKRA	1
MSX1	RAB24	1
MSX1	RN7SL418P	1
MSX1	RN7SL487P	1
MSX1	RN7SL604P	1
MSX1	RNA5SP493	1
MSX1	RNU6-1260P	1
MSX1	RNU6-286P	1
MSX1	RP11-138E16.1	1
MSX1	RP11-235E17.5	1
MSX1	RP11-23F23.2	1
MSX1	RP11-30L15.4	1
MSX1	RP11-311C24.1	1
MSX1	RP11-326A13.1	1
MSX1	RP11-337N6.1	1
MSX1	RP11-337N6.2	1
MSX1	RP11-343N15.2	1
MSX1	RP11-44K6.2	1
MSX1	RP11-44K6.3	1
MSX1	RP11-44K6.4	1
MSX1	RP11-44K6.5	1
MSX1	RP11-530C5.1	1
MSX1	RP11-536C10.12	1
MSX1	RP11-536C10.13	1
MSX1	RP11-536C10.16	1
MSX1	RP11-536C10.7	1
MSX1	RP11-626K17.5	1
MSX1	RP11-77O7.1	1
MSX1	RP11-82L18.4	1
MSX1	RPL5P24	1
MSX1	S1PR3	1
MSX1	SEC31B	1
MSX1	SHC3	1
MSX1	SHC4	1
MSX1	SHPK	1
MSX1	SNORA36C	1
MSX1	snoU13	1
MSX1	SNRPBP1	1
MSX1	TCEA1	1
MSX1	TCP11L1	1
MSX1	TUBGCP4	1
MSX1	U95743.1	1
MSX1	WNT8B	1
MSX1	Y_RNA	1
MSX1	ZKSCAN2	1
MSX1	ZNF562	1
MSX1	ZSCAN29	1
MSX2	AAK1	1
MSX2	AC004691.5	1
MSX2	AC004862.6	1
MSX2	AC006196.1	1
MSX2	AC009948.5	1
MSX2	AC012379.1	1
MSX2	AC019080.1	1
MSX2	AC073850.6	1
MSX2	AC074286.1	1
MSX2	AC084117.3	1
MSX2	AC092431.2	1
MSX2	AC099326.1	1
MSX2	AC130709.1	1
MSX2	ADCY1	1
MSX2	AL035697.1	1
MSX2	AL592494.5	1
MSX2	ANKRD32	1
MSX2	ANXA4	1
MSX2	AP003354.1	1
MSX2	APLF	1
MSX2	AQP1	1
MSX2	ARHGAP42P5	1
MSX2	AZIN1	1
MSX2	C19orf82	1
MSX2	C4BPAP2	1
MSX2	C9orf47	1
MSX2	CD36	1
MSX2	CREG1	1
MSX2	CSTF3	1
MSX2	CTC-303L1.2	1
MSX2	CTD-2033A16.1	1
MSX2	CTD-2301A4.3	1
MSX2	CTD-2301A4.5	1
MSX2	EID1	1
MSX2	FAM188B	1
MSX2	FBXO48	1
MSX2	FREM1	1
MSX2	GNAT3	1
MSX2	HIF1AN	1
MSX2	IDO1	1
MSX2	IDO2	1
MSX2	INMT-FAM188B	1
MSX2	KB-1254G8.1	1
MSX2	KB-1507C5.2	1
MSX2	KIAA0825	1
MSX2	LDHA	1
MSX2	LDHC	1
MSX2	MAPK1	1
MSX2	MIR3159	1
MSX2	MITF	1
MSX2	MXD3	1
MSX2	NDUFB8	1
MSX2	NFAT5	1
MSX2	NFE2L2	1
MSX2	NQO1	1
MSX2	NSD1	1
MSX2	PABPC1P13	1
MSX2	PARK2	1
MSX2	PAWR	1
MSX2	PFDN4	1
MSX2	PIGCP1	1
MSX2	POTED	1
MSX2	PPP1R12A	1
MSX2	PRELID1	1
MSX2	PRKRA	1
MSX2	RAB24	1
MSX2	RN7SL418P	1
MSX2	RN7SL487P	1
MSX2	RN7SL604P	1
MSX2	RNA5SP493	1
MSX2	RNU6-1260P	1
MSX2	RNU6-286P	1
MSX2	RP11-138E16.1	1
MSX2	RP11-235E17.5	1
MSX2	RP11-23F23.2	1
MSX2	RP11-30L15.4	1
MSX2	RP11-311C24.1	1
MSX2	RP11-326A13.1	1
MSX2	RP11-337N6.1	1
MSX2	RP11-337N6.2	1
MSX2	RP11-343N15.2	1
MSX2	RP11-44K6.2	1
MSX2	RP11-44K6.3	1
MSX2	RP11-44K6.4	1
MSX2	RP11-44K6.5	1
MSX2	RP11-530C5.1	1
MSX2	RP11-536C10.12	1
MSX2	RP11-536C10.13	1
MSX2	RP11-536C10.16	1
MSX2	RP11-536C10.7	1
MSX2	RP11-626K17.5	1
MSX2	RP11-77O7.1	1
MSX2	RP11-82L18.4	1
MSX2	RPL5P24	1
MSX2	S1PR3	1
MSX2	SEC31B	1
MSX2	SHC3	1
MSX2	SHC4	1
MSX2	SHPK	1
MSX2	SNORA36C	1
MSX2	snoU13	1
MSX2	SNRPBP1	1
MSX2	TCEA1	1
MSX2	TCP11L1	1
MSX2	TUBGCP4	1
MSX2	U95743.1	1
MSX2	WNT8B	1
MSX2	Y_RNA	1
MSX2	ZKSCAN2	1
MSX2	ZNF562	1
MSX2	ZSCAN29	1
NOBOX	AAK1	1
NOBOX	AC004691.5	1
NOBOX	AC004862.6	1
NOBOX	AC006196.1	1
NOBOX	AC009948.5	1
NOBOX	AC012379.1	1
NOBOX	AC019080.1	1
NOBOX	AC073850.6	1
NOBOX	AC074286.1	1
NOBOX	AC084117.3	1
NOBOX	AC092431.2	1
NOBOX	AC099326.1	1
NOBOX	AC130709.1	1
NOBOX	ADCY1	1
NOBOX	AL035697.1	1
NOBOX	AL592494.5	1
NOBOX	ANKRD32	1
NOBOX	ANXA4	1
NOBOX	AP003354.1	1
NOBOX	APLF	1
NOBOX	AQP1	1
NOBOX	ARHGAP42P5	1
NOBOX	AZIN1	1
NOBOX	C19orf82	1
NOBOX	C4BPAP2	1
NOBOX	C9orf47	1
NOBOX	CD36	1
NOBOX	CREG1	1
NOBOX	CSTF3	1
NOBOX	CTC-303L1.2	1
NOBOX	CTD-2033A16.1	1
NOBOX	CTD-2301A4.3	1
NOBOX	CTD-2301A4.5	1
NOBOX	EID1	1
NOBOX	FAM188B	1
NOBOX	FBXO48	1
NOBOX	FREM1	1
NOBOX	GNAT3	1
NOBOX	HIF1AN	1
