	Aebp2	Ahctf1	Ahr	Akap8	Akna	Arid2	Arid5a	Ash1l	Atf1	Atf2	Atf4	Atf6	Bach2	Batf	Baz2a	Bbx	Bcl11b	Bptf	Cdc5l	Cebpg	Cebpz	Chchd3	Creb1	Creb3	Crem	Ctcf	Cux1	Dmtf1	Dnmt1	Dot1l	Dr1	Drap1	E2f4	E2f8	Eea1	Elf1	Elf2	Elk3	Elk4	Ets1	Etv6	Fli1	Fosl2	Foxn3	Foxo1	Foxp1	Gabpa	Gatad2a	Glyr1	Gpbp1	Gpbp1l1	Gtf2b	Gtf2i	Gtf3a	Hif1a	Hivep2	Hivep3	Hmg20b	Hmgb1	Hmgb3	Ikzf1	Ikzf3	Irf2	Irf3	Irf4	Irf8	Jrkl	Jun	Junb	Jund	Kat7	Kcmf1	Kdm2a	Klf13	Kmt2a	Lef1	Maf	Max	Maz	Mbd2	Mbd3	Mbnl2	Mef2a	Mga	Mlx	Mtf2	Mxd1	Myc	Mysm1	Ncoa2	Ncoa3	Nfat5	Nfatc3	Nfe2l1	Nfe2l2	Nfkb1	Nfkb2	Nfx1	Nfyb	Nme2	Nrf1	Pa2g4	Phf20	Phf21a	Pin1	Pknox1	Plagl2	Plscr1	Pou2af1	Prdm2	Preb	Prkrir	Pura	Rara	Rbck1	Rbpj	Rela	Rest	Rexo4	Rfx7	Rlf	Rora	Rorc	Runx1	Runx3	Safb	Safb2	Satb1	Ski	Skil	Snapc5	Son	Sp1	Sp100	Sp110	Sp3	Srebf1	Srebf2	Stat1	Stat3	Stat5a	Stat5b	Stat6	Tcf12	Tcf20	Tcf3	Tcf7	Terf1	Tfdp1	Tfdp2	Thap7	Thyn1	Tigd2	Tmf1	Topors	Trp53	Trps1	Usf2	Vezf1	Whsc1	Xbp1	Xpa	Ybx1	Ybx3	Yy1	Zbed6	Zbtb1	Zbtb7a	Zeb1	Zfp1	Zfp131	Zfp148	Zfp191	Zfp260	Zfp266	Zfp277	Zfp280d	Zfp292	Zfp318	Zfp322a	Zfp386	Zfp410	Zfp422	Zfp451	Zfp52	Zfp560	Zfp62	Zfp644	Zfp664	Zfp672	Zfp771	Zfp800	Zfp830	Zfp91	Zfp944	Zfx	Zhx1	Zkscan1	Zmiz1	Zrsr2
AW112010	0	0	0	0	0	0	0	0	0	0	0	-0.59659	0	-0.82735	0	0	0	0	0	-0.95029	0	0	0	0	0	0.90089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.35772	0	-0.11298	0.74027	0	0	0	0	0	0	0	0	0	0	0	0.88347	-0.4175	0	0	0	0.96076	0.95291	0	0.9067	-0.84684	0	0	0	0	0	0	0	0	0.27347	0	0.39898	-0.83095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.91977	0	0	0	0	0	0	0	0	0	0	0	-0.44467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41901	0	0	0	0	0	0.94244	-0.69203	0.63593	0	0	0	0	0.36986	0	0	0	0	0	0.72761	0	0	0	0	-0.95291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.59659	0	0	0	0	0	0	0	0	0	-0.44467	0	0	0	0	0	0	0	0	0.9686	0	0
Abce1	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.23094	0	0	0	0	0	0	0	0	0	0	0.11298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10663	0	0	0	0	0	0	0	0	0	0	0	0	0.46584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.93982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.21219	0	0	0	0.30704	0	0	0	0.48873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abcf1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.46036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39332	0	0	0	0	0	0	0	0	0	0.46584	0	0	0	0.33552	0	0	0	0.82975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.84808	0.88696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.86426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abi1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.90525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.73923	0	0	0	0	0.057944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.59533	0	0.30215	-0.77261	0	0.7382	0	0.51248	0	0	0	0	0	0	0	0	0.84561	0	0	0	0	0	0	0	0	0.15849	0	0	0	0	0	0	0	0	0	0	0	0	0.59027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.77012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.86316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abi3	0	0	0	0	0	0	0	0	0	0	0	0.61271	0	0.95552	0.31438	0	0	0	0	0.9096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63593	0.42053	0	0	0	0	0	0	0	0	0	0.74131	0	-0.65482	0.46767	0	0	0	-0.75407	-0.94767	0	-0.94767	0.82495	0	0	0	0	0	0	0	0	0.3046	0	0	0.82615	0	0	0	0	0	0.20635	0	0	0	0	0	0	0	0	0.2404	0	0	0	0	0	0	0.79289	0	0	0	0	0	0	0	0	0	0	0	0.20344	-0.75843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.82975	0.48873	0	0	0	0	0	0	0	0	0	0.87883	0	-0.39332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.46219	0	0	0	0	0	0.84684	0	0	0	0	0	0	0	0	0.36784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.69203	0	0	0	0	0	0	0	0	-0.81175	0	0
Ablim1	0	0	0	0	0	0.37189	0	0	0	0	0	0	0	0.94767	0	0	0	0	0	0.90815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6537	0.12887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39332	0	0	0.80935	0.26875	0	0	0	0	0	0	0	0	-0.57499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.81415	0	0	0	0	0.16535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.84561	0	0	0	0	0	-0.19469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43952	0	0	0	0	0	0	0.082635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abracl	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.94767	0	0	0	0	0	-0.63451	0	0	0	0	0	0.82015	0	0	0	0	0	0	0	0	0	0.84437	0	0	0	0	0	0	-0.89944	0	-0.60786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.51856	0.49196	0	0.068526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.68495	0	0	0.10663	0	0	0	0	0	0	0	0	0	0	0	0	-0.27819	0	0	0.70175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acaa2	0	0	0	0	0	0.13205	0	0	0	0	0	0	0	-0.46401	0	0	0	0	0	0	0	0	0	0	0	-0.41144	0	0	0	0	0	0	0	0	0	0.82735	0.51704	0	0	0.26639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.94767	0	0	0	-0.29	0	0	0	0	0	0.9096	0	0	0	0	0	0	0	0	0	0	0	0	0	0.514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.70175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22858	0	0	0	0	0	0.84561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.61392	0	0	0	0	0	0	0	0	0	-0.50165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acat1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.72427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acbd6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.86536	0.80575	0	0.63593	0	0	0	0.73923	0	0	0	0.2151	0	0	0	0	0	0	0	0	0.15162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32871	0	0	0	0	0	0	0	0	0	0.72761	0.72761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.61755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acly	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.7497	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11934	0.12569	-0.075581	0	0	0	0	0	0	0.12252	0	0	0	0.22858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75407	0	0	0	0	0	0	0	0	0	0	0	0	0.23331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27111	0	0	0	0	0	0	0	0	0	0	-0.5528	0	0	0	0	0	0	0	0.34232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.88231	0	0	0	0	0	0	0.12252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.81055	0	0	0	0
Acsl4	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95029	0	0	0	0	0	0.95552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.064999	0.4175	0	0	0	0	0	0	0.7382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16535	0	0	0.48873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acsl5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.55554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.20344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2997	0.65257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2997	0	0	0	0.61392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.69203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.93721	0	0	0.46401	0	0	0	-0.67407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actg1	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.90525	0	0	0	0	0	-0.23567	0	0	0	0	0	0.9067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.87767	0	0	0	0	0	0	0	0	0	0	0	0	0	0.85426	0	0	0	0	0	0.068526	0	0	0.20344	0	-0.7055	-0.6115	0.11616	0	0	0	0	0	0	0	0.94767	0	0	0	0	0	0	-0.20927	0	0	0.46219	0	0	0	0	0	0	0.23803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4175	0.9067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95291	0	0	0	0	0	0	0	0	0	0.7906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27583	0	0	0	0
Actr3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.55554	0.49035	0	0	0	0	0	0.77137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.68849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.061471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.82495	0	0	0	0	0.30704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adam10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63451	0	0	0.74131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.82855	0	0.51248	0	0	0	0	0	0	0	-0.23331	0.43608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.46219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75625	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.84437	0	0	0	0
Adam19	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95552	0	0	0	0	0	0.90815	0	0	0	0	0	0	0	0	0	0	0	0	0	0.58188	0	0	0.74441	0	0	0	0	0	0.75516	0	0.95291	0.39521	-0.56513	0	0	0	0	0	0.65707	0	0	0	0	-0.2404	0	0	0	0	-0.95552	-0.87883	0	-0.86536	0.64017	0.72316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7055	0	0.44639	0	0	0	0	0.43952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.086163	0	0	0	0.82135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.49035	0.97122	0	0	0	0	0	0.70425	0	0	0	0	0	0	0	0	0	-0.2151	0.9686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.69321	0	0
Adarb1	0	0	0	0	0	0	0	0	0	0	0	0.33325	0.075581	0.96599	0	0	0	0	0	0.90234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.70175	0	0	0	0	0	0	0	0	0	0	0	0	0.24512	-0.75625	0	0.46584	0	0	0	-0.94767	-0.90234	0	-0.95552	0.88347	0.96076	0	0	0	0	0	0	0	0	0	0	0.47132	0	0	0	0	0	0.39144	0	0	0	0	0	0	0	0	0.53819	0	0	0	0	0	0	0	0	0	0	0	0.072053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.69321	0	0	0	0	0	0	0	0	0	-0.5928	0.9686	-0.23567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.66997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.51552	0	0	0.38766	0	0	0	0	0	0	0.4175	0	0	0	0	0	0	0	0	0	0	0
Add3	0	0	0	0	0	0	0	0	0	0	0	0	0.26875	0	0	0	0	0	-0.31683	0	0	0	0	0	0	0	0	0	0.70675	0	0	0	0.23803	0	0	0	0	0	0	0	0	0.88696	-0.55143	0	0	0	0	0	0	0	0	0	0.51096	0	0	0	0	0	0	0	0	0	-0.27583	0	0	-0.7105	0	0	0	0	0	0	0	-0.54269	0	0	0	0	0.88115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95552	0	0	0	0	0	0	0	0	0	0.20635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.70675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.53519	0.90234	0	0	-0.24749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.44639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16192	0	0	0	0
Adh5	0	0	0	0	0	0	0	0	0	0	0	-0.12252	-0.44811	0	0	0	0	0	0	0	0	0	0	0	0	0.59027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95029	0	0	0	0	0	0	0	0.69085	0	0	0	0	0	0	0	0	0.36379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.16878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.88347	0	0.63027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.77012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.11934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adk	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9067	0	0	0	0	0	0	0.46401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33325	0.77137	0	0.81055	0	0.37189	-0.38955	0.26875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.94767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26402	0	0	0	0	0	0	0	0	0	0.4968	0	0	0	0	-0.36177	0	0	0.55554	0	0	0.9096	0	0	0	0	0	0	0	0.39332	0	0	0	0	0.086163	0	0	0	0	0	0	0	0	0	0	0.2404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adsl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.82495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49358	0	0	-0.10663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34006	0	0	0	0	0.7906	0.43952	0	0.38955	0	0	0	0	0	0	0	0	0	0	0	0	-0.20927	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.90525	0	0	0	0	0	0	0	0.93982	0	0	0.30949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.20052	0	0	0	0	0	0	0	0	0.49358	0	0
Aebp2	0	0	0	0	0	0	0	0	0	0	0	0	0	0.76763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.57384	0	0	0	0	0.80935	0.11616	0	0	0	0	0	0	0	-0.19177	0.75516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.77386	0	0.23567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41296	0	-0.55691	0.5528	0	0	0	0.55691	0	0	0	0	0	0	0	0	0	0	0	-0.30704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.70425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.91106	0	0	0	0
Aes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20052	0.36581	0	0	0	0	0	0	0	0.77261	0	0	0	0	0.51552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59407	0	0.7382	0	0	0	0	0	0	0	0	0.51096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33552	0	0.48551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.10663	0	0	0.32871	0	0	0	0.82975	0	0	0	0.33325	0	0.59659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Afg3l2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.082635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.30704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.94506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75407	0	0	0.75625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.57384	0	0	0	0	0	0	0.68849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9067	0	0	0	0.1098	0.46949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ahr	0	0	0	0	0	0	0	0	0	0	0	0.84931	0	0.9067	0	0	0	0	0	0.94506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59027	0	0.27111	0.4175	0	0	0	0	0	0	0	0	0	0	-0.41598	-0.51248	0.59533	0	0	0	-0.94767	-0.59027	0	-0.95552	0.9096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.96076	0	0.82735	0	0	0	0	0	0	0.74027	0	0	0	0	0	0	0	0	0	0	0	0.23567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38578	0	0	0	0	0	0	0.78831	0.94767	-0.65595	0.7055	-0.53819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.88696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.46767	0	0	0	0	0	0	0	0	0	0.36581	0	0	0	0	0	0	0	0	-0.85178	0	0
Aimp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.68849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35772	0	0	0	0	0	0	0	0.6492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.703	0.60907	0	0.15505	0	0	0	0	0	0	0	0	0	0	0	0.5928	-0.20052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33325	0	0.671	0	0	0	0	0	0	0	0	0	0	0.46219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aimp2	0	0	0	0	0	0	0	0	0	0	0	-0.63876	0	-0.16535	0	0	0	0	0	0	0	0.16878	0.84684	0	0.53519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.73406	0	0	0	0	0	0	0	0	-0.072053	0	0	0	0	0	0	0	0	0	0	0	0.6492	0	0.79289	0	0	0	0	0	0	0	0	0	0	0	0	0.90525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.26402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.30949	0	0	0	0	-0.27111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.20635	0	0	0	0	0	0	0	0	0	0	0
